text,label,style
"the PEN device not the pump or gun, the one with the dial at the end",Insulin Pen Injector,natural_diverse
"BATH CHAIR not a grab bar, the actual seat you sit on in the shower",Bath Bench/Chair (purchase),natural_diverse
medication | prescription from my doctor,Drug,progressive
commode on wheels so i can move it to my husband's bedside,Wheeled Commode (purchase),natural_diverse
"the doctor put a hard shell on my broken wrist, it's not plaster it's the lighter kind","Cast, fiberglass",confused_student
colonoscopy procedure paid privately,Colonoscopy,partial_turn2
rollator walker with wheels and a seat for resting,Walker - with wheels (purchase),natural_diverse
"SUPPLIES for the stimulator, the sticky pads not the machine itself","Stimulator, supplies",natural_diverse
seeing an athletic therapist for my sports injury rehab,Athletic Therapy,natural_diverse
My sensors last about 10 days each so I buy a three-month supply at a time and need to claim the box,Glucose Monitoring System Supplies/Sensors,storyteller
footless compression tights knee,"Compression Calf Sleeves/Tights (footless), any length",natural_diverse
"my husband needed emergency medical services at the ski resort, not an ambulance ride",Other emergency services,parent_or_dependent
"I submitted under 'Insulin Pen Injector' but it's actually an automatic insulin gun, not a pen",Insulin Gun (automatic),wrong_guess
"I have a bag attached to my stomach for waste after my surgery, I need supplies for it",Ostomy,confused_student
part of my glucose monitor,Glucose Monitoring System Transmitter,vague_turn1
grab bars,Grab Bar/Bath Bar - permanent fixtures (purchase),vague_turn1
I hurt my shoulder playing rugby and went to an athletic therapist at the university clinic,Athletic Therapy,storyteller
urinal bottle bedside,Urinal (purchase),terse
"bought a basic cane for my balance, the single point kind","Cane, standard",natural_diverse
"I buy crutch that hold my arm near elbow, not under arm type, it is forearm style",Forearm Crutch (purchase),esl_speaker
I have drop foot from a nerve injury so my orthotist took a cast of my leg and made me a custom AFO that fits inside my shoe,"Brace, AFO/KAFO (Custom)",storyteller
teeth thing,Dental Services,vague_turn1
the wipes,Alcohol swabs,vague_turn1
submitting for my husband's knee-high compression stockings at 22 mmhg after his vein surgery,"Compression Stockings, knee length (20-29 mmhg)",parent_or_dependent
BSW social worker sessions,Social Worker (Bachelors),terse
long socks | goes all the way up to my thigh,"Compression Stockings, thigh/full (15-19 mmhg)",progressive
My feet were hurting after running so my physio said to try some good off-the-shelf insoles before going custom,Standard foot orthotics or shoe inserts,storyteller
claiming a glucometer for my diabetic mother,Blood glucose meter,natural_diverse
"insulin device | manual kind, I push it myself",Insulin Gun (manual),progressive
"blood test for my vitamin D levels, doctor ordered it",Vitamin D Test,natural_diverse
homeopath,Homeopathic Treatment,vague_turn1
"not a spa massage, medical RMT",Massage,partial_turn2
"eye appointment | just the exam, no glasses",Eye Exam,progressive
prep pads | sterile swabs | for my daily injections,Alcohol swabs,progressive
"OTHER EMERGENCY not ambulance or hospital, different emergency service",Other emergency services,natural_diverse
audiogram only not consultation,Audiometric Exam,partial_turn2
shower chair purchase claim,Bath Bench/Chair (purchase),terse
IV stand pole purchase,IV Stand (purchase),natural_diverse
geriatric specialist assessment for my elderly parent,Other health specialists,natural_diverse
"knocked out a tooth in a fall, had to do emergency dental",Dental Accident,natural_diverse
Submitting for therapeutic sessions with a certified expressive arts therapist for trauma-informed mental health support,Other mental health services,detailed_clinical
ice pack,Cold Therapy - Re-usable Items (purchase),vague_turn1
sleep machine,"CPAP, APAP, BIPAP Machine",vague_turn1
toilet safety frame for my mother's mobility issues,Versa Frame (purchase),natural_diverse
"the insulin pump i wear all the time, the little device on my side",Insulin infusion pump,natural_diverse
foot appointment | nail care and calluses | not surgery,Chiropody (Foot Care) Treatment,progressive
TENS supplies,"Stimulator, supplies",vague_turn1
Filing for cognitive-behavioural therapy sessions with a registered psychologist licensed by the College of Psychologists of Ontario,Psychologist,detailed_clinical
rollator,Walker - with wheels (purchase),vague_turn1
bought a transport wheelchair to take my mom to appointments,Transport Wheelchair,natural_diverse
podiatrist did a procedure,Podiatry Treatment,partial_turn2
cuff goes around my forearm,Forearm Crutch (purchase),partial_turn2
post surgical bra for breast reconstruction recovery,Mastectomy bra,natural_diverse
Which category for a tabletop humidifier?,Humidifier (Table Top),question
"I buy the pad that stick on skin for my electric machine, not machine itself, just the pad replacement","Stimulator, supplies",esl_speaker
I'm afraid of needles so my diabetes educator recommended an automatic insulin gun that does the injection for you at the push of a button,Insulin Gun (automatic),storyteller
"my child had a blood test to identify food allergies, submitting the lab receipt",Blood test for Allergies (IG test not eligible),parent_or_dependent
"What category for an insulin pen, not a pump or gun?",Insulin Pen Injector,question
hospital | admitted in-patient | local hospital | for my procedure,Hospital (within your province),progressive
allergy test | skin prick not blood | they scratched my arm,Scratch Test for Allergies,progressive
"submitting for alcohol prep pads, using lots of them for my injections",Alcohol swabs,natural_diverse
"I want to claim the ACTUAL TENS device, not the electrode pads or replacement supplies","Stimulator, muscle/nerve (TENS)",complaint
four wheels and a built in seat,Walker - with wheels (purchase),partial_turn2
dietitian nutrition counselling,Dietitian Services,terse
Submitting a claim for below-knee graduated compression stockings rated 15-19 mmHg for mild venous insufficiency,"Compression Stockings, knee length (15-19 mmhg)",detailed_clinical
I was having panic attacks so my GP referred me to a psychologist with a PhD who does exposure therapy,Psychologist,storyteller
the long compression ones,"Compression Stockings, thigh/full (20-29 mmhg)",vague_turn1
CPAP tubing filters chin strap,"CPAP, APAP, BIPAP Supplies",natural_diverse
incontinence pads diapers supplies,Incontinence Supplies,natural_diverse
audiogram | hearing check | the test part not the consultation,Audiometric Exam,progressive
"NATUROPATH not homeopath, she's an naturopath with medical training",Naturopathic Treatment,natural_diverse
purchased a Medline fracture bedpan from Medical Mart,Bedpan,brand_specific
"not super tight, just to the knee","Compression Stockings, knee length (15-19 mmhg)",partial_turn2
"vitamin D level check, my doctor suspected deficiency",Vitamin D Test,natural_diverse
"these go up to the KNEE not the thigh, 15 to 19 pressure range","Compression Stockings, knee length (15-19 mmhg)",natural_diverse
"MRI done at a private imaging clinic, spine and brain",MRI (Magnetic Resonance Imaging),natural_diverse
"had my hearing tested, the booth test with the beeping sounds",Audiometric Exam,natural_diverse
orthodontic records | diagnostic xrays | planning records,Other Orthodontic/Dental Services (i.e. orthodontic records),progressive
"not claiming actual cost yet, just the estimate",Estimate/Pre-Authorization,partial_turn2
I put this under 'Prescription Glasses' but these are actually CSA-certified safety glasses for the lab,Safety Glasses,wrong_guess
"insulin pen injector to replace broken one, different from disposable pens",Insulin Pen Injector,natural_diverse
"claiming my daughter's orthodontic braces treatment, both the initial fee and monthly adjustments",Orthodontic Services (Braces - initial and monthly fee),parent_or_dependent
diagnostic eye test special eye scan scan,Diagnostic Vision Test,natural_diverse
the mask | fits over my nose | replacement for my cpap,"CPAP, APAP, BIPAP Mask",progressive
"picking up light compression socks for my mom, they're under 14 mmhg for her swollen ankles","Compression Stockings, any length (up to 14 mmhg)",parent_or_dependent
"basic kind, no wheels",Walker - non wheeled (purchase),partial_turn2
"foot care treatment, the basic kind",Chiropody (Foot Care) Treatment,partial_turn2
in lab overnight sleep test for my sleep disorder assessment,Sleep Study,natural_diverse
adult diapers,Incontinence Supplies,vague_turn1
crutches,Forearm Crutch (purchase),vague_turn1
"lower GI endoscopy, colonoscopy done under sedation",Colonoscopy,natural_diverse
I bought a regular single cane to help me walk after my ankle healed,"Cane, standard",confused_student
the round patches that stick on my arm,Glucose Monitoring System Supplies/Sensors,partial_turn2
special shoes | custom made for my medical condition,Orthopaedic or custom made shoes,progressive
"the foot place made me actual shoes, not just insoles, they built the whole shoe",Orthopaedic or custom made shoes,confused_student
arm sleeve | compression | after my lymph node surgery,Other garment brace services (i.e. compression gloves),progressive
therapeutic massage,Massage,vague_turn1
teeth braces,Orthodontic Services (Braces - initial and monthly fee),vague_turn1
portable urinal,Urinal (purchase),vague_turn1
"none of the specific mental health categories match my provider type, she's a certified therapeutic counsellor, where does that go?",Other mental health services,complaint
"putting in for my husband's sleep apnea machine, sleep apnea machine type","CPAP, APAP, BIPAP Machine",natural_diverse
contact lenses not glasses,Prescription Contacts,partial_turn2
mammogram breast screening,Mammogram,terse
"hard to put on, knee length","Compression Stockings, knee length (20-29 mmhg)",partial_turn2
claiming alcohol swabs for my diabetic husband's daily insulin injections,Alcohol swabs,parent_or_dependent
alcohol wipes | for cleaning before my insulin injection,Alcohol swabs,progressive
"claiming replacement CPAP supplies for my spouse - new tubing, filters, and water chamber","CPAP, APAP, BIPAP Supplies",parent_or_dependent
